Step,Entropy,Policy Loss,Value Loss,A2C Loss,Value Target,Value Prediction,Reward,Loss
1,0.017917415127158165,0.00019230776524636894,0.33224794268608093,0.3141382038593292,,,,
2,0.017906738445162773,0.0008107456960715353,12.857518196105957,12.838800430297852,,,,
3,0.017894675955176353,0.0009558929596096277,6.735514163970947,6.716663360595703,,,,
4,0.017897268757224083,0.00019984113168902695,1.5924681425094604,1.574371099472046,,,,
5,0.017905481159687042,-0.0003911654057446867,0.9363895058631897,0.9188752174377441,,,,
6,0.017908483743667603,-0.0015982389450073242,0.9598519206047058,0.9435416460037231,,,,
7,0.017908958718180656,0.0019406162900850177,0.49686527252197266,0.4770157039165497,,,,
8,0.017909344285726547,0.000428015977377072,0.6277374029159546,0.6094000339508057,,,,
1,0.017911279574036598,-0.00025773380184546113,0.09369601309299469,0.07604246586561203,,,,
2,0.017910845577716827,-0.00015409622574225068,0.09747239947319031,0.07971564680337906,,,,
3,0.017909493297338486,0.00018902950978372246,0.0701926201581955,0.052094098180532455,,,,
4,0.01790880784392357,0.000582557579036802,0.084571972489357,0.06608060002326965,,,,
5,0.017908520996570587,0.0005688213859684765,0.06717333942651749,0.04869599640369415,,,,
6,0.01790652424097061,-0.0005316709284670651,0.06009364128112793,0.042718786746263504,,,,
7,0.01790427789092064,-0.0014101838460192084,0.06687185913324356,0.05037776380777359,,,,
8,0.017905116081237793,0.0002339416096219793,0.04916658252477646,0.031027525663375854,,,,
1,0.017906444147229195,-0.000946244050282985,0.060822196304798126,0.0438619963824749,,,,
2,0.01790766231715679,7.699347042944282e-05,0.04799490422010422,0.030010247603058815,,,,
3,0.017907854169607162,0.0009531697724014521,0.07698912918567657,0.058128103613853455,,,,
4,0.017908096313476562,0.00019449740648269653,0.057518865913152695,0.039416272193193436,,,,
5,0.01790882833302021,-0.0005600361619144678,0.07198730856180191,0.05463851988315582,,,,
6,0.017909228801727295,0.0012755957432091236,0.06105739623308182,0.041872572153806686,,,,
7,0.017907781526446342,-0.00019323246669955552,0.05995237082242966,0.042237818241119385,,,,
8,0.017907291650772095,-0.00019154739857185632,0.042874835431575775,0.025159090757369995,,,,
1,0.01790674775838852,0.0002825893461704254,0.051518023014068604,0.03332868590950966,,,,
2,0.017905976623296738,0.0007106198463588953,0.04924460127949715,0.030628005042672157,,,,
3,0.01790534146130085,0.0002796467742882669,0.05016691982746124,0.0319819338619709,,,,
4,0.01790391467511654,0.0004707910120487213,0.07091554999351501,0.052540842443704605,,,,
5,0.017902757972478867,-0.0007927264668978751,0.06048499792814255,0.04337496683001518,,,,
6,0.017901819199323654,8.932749187806621e-05,0.06353780627250671,0.04554665833711624,,,,
7,0.017901115119457245,0.002457049209624529,0.05096842348575592,0.030610259622335434,,,,
8,0.017898665741086006,-0.00016938646149355918,0.05817379057407379,0.0404445119202137,,,57.5,0.038556982995942235
1,0.017897097393870354,-0.0009980996837839484,0.07125072181224823,0.054351720958948135,,,,
2,0.0178957749158144,0.0007976103224791586,0.07619217783212662,0.05749879404902458,,,,
3,0.017895186319947243,-0.00036899125552736223,0.08185451477766037,0.06432832032442093,,,,
4,0.01789594069123268,0.0005522051942534745,0.05534694343805313,0.03689879924058914,,,,
5,0.01789502054452896,-0.0006550683174282312,0.08789949864149094,0.07065954804420471,,,,
6,0.0178926270455122,-0.00021860003471374512,0.06327255070209503,0.04559852182865143,,,,
7,0.017889976501464844,-0.0011016899952664971,0.07790205627679825,0.06111377105116844,,,,
8,0.017890814691781998,-0.0006248164572753012,0.06628349423408508,0.04901749640703201,,,,
1,0.017893102020025253,3.114508217549883e-05,0.09363611042499542,0.07571186125278473,,,,
2,0.017893929034471512,0.00021663846564479172,0.0685548260807991,0.050444260239601135,,,,
3,0.017893066629767418,-0.0005238023004494607,0.06954236328601837,0.05217309668660164,,,,
4,0.017892146483063698,-0.0010733840754255652,0.06852955371141434,0.051710791885852814,,,,
5,0.017894042655825615,-0.0014055852079764009,0.05452772602438927,0.03803927078843117,,,,
6,0.017898179590702057,0.0008018583757802844,0.07957468926906586,0.06087465211749077,,,,
7,0.017900267615914345,0.0005576287512667477,0.05965359881520271,0.04119570180773735,,,,
8,0.01790056750178337,-5.8940717281075194e-05,0.10387306660413742,0.08603144437074661,,,,
1,0.017899852246046066,0.0004375866847112775,0.09270117431879044,0.07436373829841614,,,,
2,0.017897477373480797,0.0003649046120699495,0.04384129121899605,0.025578908622264862,,,,
3,0.017895488068461418,0.0008965962333604693,0.08363216370344162,0.06484007835388184,,,,
