Step,Entropy,Policy Loss,Value Loss,A2C Loss,Value Target,Value Prediction,Reward,Loss
1,0.028903719037771225,3.81138602278952e-06,0.29832616448402405,0.2694186270236969,,,,
2,0.028903698548674583,3.767676025745459e-05,0.2646137475967407,0.23567238450050354,,,,
3,0.028903629630804062,-1.4781951904296875e-05,0.39079514145851135,0.3619062900543213,,,,
4,0.028903605416417122,-3.551112240529619e-05,0.42629772424697876,0.3974296450614929,,,,
5,0.028903625905513763,8.659230661578476e-05,0.19842560589313507,0.16943539679050446,,,,
6,0.028903620317578316,7.417466986225918e-05,0.4906569719314575,0.4616791605949402,,,,
7,0.028903549537062645,0.00023081568360794336,0.36107635498046875,0.33194199204444885,,,,
8,0.028903404250741005,-0.00011186467600055039,0.17992401123046875,0.1511324644088745,,,,
1,0.02890324778854847,2.738502416832489e-06,0.07975064218044281,0.05084465816617012,,,,
2,0.028902951627969742,9.109783422900364e-05,0.07137241214513779,0.04237836226820946,,,,
3,0.028902405872941017,0.00016036505985539407,0.07046642154455185,0.04140365123748779,,,,
4,0.028901858255267143,0.00016659747052472085,0.08149731159210205,0.05242885276675224,,,,
5,0.02890150249004364,0.00020807940745726228,0.0776885598897934,0.04857897758483887,,,,
6,0.02890140935778618,2.5235116481781006e-05,0.06899643689393997,0.04006979241967201,,,,
7,0.028901491314172745,2.638519617903512e-05,0.07669416069984436,0.04776628315448761,,,,
8,0.028901366516947746,0.00044023743248544633,0.07874616235494614,0.049404557794332504,,,,
1,0.0289009902626276,0.00046964900684542954,0.07183472812175751,0.04246409237384796,,,,
2,0.028900347650051117,0.0003834582166746259,0.07056065648794174,0.041276849806308746,,,,
3,0.028899410739541054,0.0002648697991389781,0.07218515127897263,0.04302087426185608,,,,
4,0.028898196294903755,0.0006557955639436841,0.07771745324134827,0.048163462430238724,,,,
5,0.02889728918671608,0.0010414761491119862,0.07804343849420547,0.048104673624038696,,,,
6,0.028896724805235863,0.0014235100243240595,0.07694678753614426,0.04662654921412468,,,,
7,0.028896521776914597,0.002454025438055396,0.06562220305204391,0.03427165746688843,,,,
8,0.02889646217226982,0.0010141863021999598,0.07023201137781143,0.040321361273527145,,,,
1,0.028896095231175423,0.0006356367957778275,0.0693512111902237,0.03981948271393776,,,,
2,0.028895443305373192,0.0012497646966949105,0.08547936379909515,0.05533415451645851,,,,
3,0.028894228860735893,0.001566775143146515,0.06410608440637589,0.03364507853984833,,,,
4,0.028892390429973602,0.0032885191030800343,0.07565823197364807,0.04347732290625572,,,,
5,0.028889615088701248,0.0016772706294432282,0.06957915425300598,0.03901226818561554,,,,
6,0.028886040672659874,0.001058755675330758,0.07221821695566177,0.04227341711521149,,,,
7,0.028882957994937897,0.002073895651847124,0.07192108780145645,0.04096423462033272,,,,
8,0.02888062410056591,0.003080827184021473,0.0740186795592308,0.04205722734332085,,,14.285714,0.042072898242622614
1,0.02887936495244503,0.00013342499732971191,0.07248889654874802,0.043476104736328125,,,,
2,0.028875762596726418,0.0003786836168728769,0.06364051252603531,0.03438606858253479,,,,
3,0.02887011133134365,0.00010356141865486279,0.06344526261091232,0.03447158634662628,,,,
4,0.028862541541457176,0.00019693044305313379,0.0632004514336586,0.03414097800850868,,,,
5,0.02885298989713192,0.0015407531755045056,0.054879289120435715,0.024485545232892036,,,,
6,0.02884109504520893,0.0006129544926807284,0.06420283764600754,0.03474878892302513,,,,
7,0.028832932934165,0.000988468760624528,0.06670328229665756,0.03688187897205353,,,,
8,0.028829941526055336,-0.0010285907192155719,0.058685608208179474,0.030884256586432457,,,,
1,0.028832903131842613,0.0030580998864024878,0.06559576094150543,0.03370475769042969,,,,
2,0.028837069869041443,0.000983623554930091,0.06309417635202408,0.03327348455786705,,,,
3,0.02883928082883358,-0.0011052472982555628,0.05739833787083626,0.029664304107427597,,,,
4,0.02884099632501602,0.0028113583102822304,0.060261741280555725,0.028609387576580048,,,,
5,0.028838803991675377,0.0017635521944612265,0.06102364510297775,0.030421286821365356,,,,
6,0.02883344329893589,0.002609645714983344,0.05557796731591225,0.02413487806916237,,,,
7,0.028824200853705406,0.0006516898865811527,0.051171716302633286,0.021695826202630997,,,,
8,0.02881326898932457,0.002148916246369481,0.05956621468067169,0.02860402874648571,,,,
1,0.028799792751669884,0.0034955192822963,0.05833739787340164,0.026042085140943527,,,,
2,0.02878986857831478,0.002691901521757245,0.05935318022966385,0.02787140943109989,,,,
3,0.02878510020673275,0.002153474371880293,0.05767716467380524,0.026738589629530907,,,,
4,0.028789417818188667,0.0028907929081469774,0.05867331102490425,0.026993099600076675,,,,
5,0.028796980157494545,0.006128168664872646,0.059479065239429474,0.024553917348384857,,,,
