Step,Entropy,Policy Loss,Value Loss,A2C Loss,Value Target,Value Prediction,Reward,Loss
1,0.001386294374242425,-1.4901161193847656e-07,0.037521012127399445,0.03613486513495445,,,,
2,0.0013862897176295519,-0.00010999706137226894,0.24634361267089844,0.24506732821464539,,,,
3,0.0013862920459359884,-1.722574234008789e-05,0.5179325938224792,0.5165635347366333,,,,
4,0.0013862920459359884,7.63485804782249e-05,0.1885521411895752,0.18708950281143188,,,,
5,0.0013862861087545753,-3.75393356080167e-05,0.23640243709087372,0.23505368828773499,,,,
6,0.0013862818013876677,-7.90490084909834e-05,0.24042749404907227,0.2391202598810196,,,,
7,0.0013862826162949204,-2.967649015772622e-05,0.23329584300518036,0.23193924129009247,,,,
8,0.0013862848281860352,-0.00018056399130728096,0.12741629779338837,0.12621057033538818,,,,
1,0.0013862871564924717,-3.8494667364830093e-07,0.0710345059633255,0.0696486085653305,,,,
2,0.0013862873893231153,-2.0774288714164868e-05,0.073548324406147,0.07218281179666519,,,,
3,0.0013862861087545753,4.2864430724876e-05,0.07623989135026932,0.07481074333190918,,,,
4,0.0013862807536497712,-8.45309750729939e-06,0.06463012844324112,0.06325230747461319,,,,
5,0.0013862740015611053,-1.3713207408727612e-05,0.06304942071437836,0.061676859855651855,,,,
6,0.0013862642226740718,-9.0229012130294e-05,0.07520134001970291,0.07390530407428741,,,,
7,0.0013862602645531297,-8.59271312947385e-05,0.07264342904090881,0.07134309411048889,,,,
8,0.0013862635241821408,4.255606108927168e-05,0.0725935846567154,0.07116476446390152,,,,
1,0.0013862682972103357,0.000171769002918154,0.066805899143219,0.06524786353111267,,,,
2,0.0013862672494724393,-6.40013167867437e-05,0.06619822233915329,0.06487595289945602,,,,
3,0.0013862644555047154,-3.4868717193603516e-06,0.07262828201055527,0.07124550640583038,,,,
4,0.001386262010782957,-0.0001545672566862777,0.07190751284360886,0.0706758201122284,,,,
5,0.0013862591003999114,-0.00014086482406128198,0.06661314517259598,0.06536775082349777,,,,
6,0.0013862558407709002,0.0005329069099389017,0.06327129900455475,0.061352137476205826,,,,
7,0.0013862436171621084,0.00027505061007104814,0.06854279339313507,0.06688150018453598,,,,
8,0.0013862226624041796,2.786641380225774e-05,0.06631918996572495,0.06490509957075119,,,,
1,0.0013862057821825147,9.707609569886699e-05,0.0615774467587471,0.060094162821769714,,,,
2,0.0013861939078196883,0.0005203133914619684,0.06471553444862366,0.06280902773141861,,,,
3,0.0013861828483641148,-0.0004823961353395134,0.06888391077518463,0.06798012554645538,,,,
4,0.001386178657412529,-0.00017293356359004974,0.06367487460374832,0.06246162950992584,,,,
5,0.0013861748157069087,0.0003283520636614412,0.07228398323059082,0.07056945562362671,,,,
